date,index,leg,strike,symbol,time,action,price,qty
2026-07-13,SENSEX,sell_ce,77800,BSE:SENSEX2671677800CE,12:10,BUY_SL,321.84,20
2026-07-13,SENSEX,sell_pe,76800,BSE:SENSEX2671676800PE,10:00,SELL_OPEN,292.5,20
2026-07-13,SENSEX,sell_pe,76800,BSE:SENSEX2671676800PE,15:00,BUY_CLOSE,185.85,20
2026-07-13,SENSEX,buy_ce,78200,BSE:SENSEX2671678200CE,10:00,BUY_OPEN,132.95,20
2026-07-13,SENSEX,buy_ce,78200,BSE:SENSEX2671678200CE,15:00,SELL_CLOSE,217.9,20
2026-07-13,SENSEX,buy_pe,76400,BSE:SENSEX2671676400PE,10:00,BUY_OPEN,187.5,20
2026-07-13,SENSEX,buy_pe,76400,BSE:SENSEX2671676400PE,15:00,SELL_CLOSE,122.2,20
2026-07-14,NIFTY,sell_ce,24350,NSE:NIFTY2671424350CE,10:00,SELL_OPEN,2.55,75
2026-07-14,NIFTY,sell_ce,24350,NSE:NIFTY2671424350CE,15:00,BUY_CLOSE,0.2,75
2026-07-14,NIFTY,sell_pe,23850,NSE:NIFTY2671423850PE,10:00,SELL_OPEN,5.2,75
2026-07-14,NIFTY,sell_pe,23850,NSE:NIFTY2671423850PE,10:15,BUY_SL,7.02,75
2026-07-14,NIFTY,sell_pe,23850,NSE:NIFTY2671423850PE,10:20,SELL_REOPEN,5.2,75
2026-07-14,NIFTY,sell_pe,23850,NSE:NIFTY2671423850PE,15:00,BUY_CLOSE,0.25,75
2026-07-14,NIFTY,buy_ce,24550,NSE:NIFTY2671424550CE,10:00,BUY_OPEN,1.05,75
2026-07-14,NIFTY,buy_ce,24550,NSE:NIFTY2671424550CE,15:00,SELL_CLOSE,0.15,75
2026-07-14,NIFTY,buy_pe,23650,NSE:NIFTY2671423650PE,10:00,BUY_OPEN,1.4,75
2026-07-14,NIFTY,buy_pe,23650,NSE:NIFTY2671423650PE,15:00,SELL_CLOSE,0.15,75
2026-07-14,SENSEX,sell_ce,77700,BSE:SENSEX2671677700CE,10:00,SELL_OPEN,178.15,20
2026-07-14,SENSEX,sell_ce,77700,BSE:SENSEX2671677700CE,15:00,BUY_CLOSE,109.25,20
2026-07-14,SENSEX,sell_pe,76700,BSE:SENSEX2671676700PE,10:00,SELL_OPEN,243.05,20
2026-07-14,SENSEX,sell_pe,76700,BSE:SENSEX2671676700PE,15:00,BUY_CLOSE,245.8,20
2026-07-14,SENSEX,buy_ce,78100,BSE:SENSEX2671678100CE,10:00,BUY_OPEN,92.1,20
2026-07-14,SENSEX,buy_ce,78100,BSE:SENSEX2671678100CE,15:00,SELL_CLOSE,49.2,20
2026-07-14,SENSEX,buy_pe,76300,BSE:SENSEX2671676300PE,10:00,BUY_OPEN,141.75,20
2026-07-14,SENSEX,buy_pe,76300,BSE:SENSEX2671676300PE,15:00,SELL_CLOSE,135.0,20
2026-07-15,NIFTY,sell_ce,24450,NSE:NIFTY2672124450CE,10:00,SELL_OPEN,51.15,75
2026-07-15,NIFTY,sell_ce,24450,NSE:NIFTY2672124450CE,15:00,BUY_CLOSE,30.25,75
2026-07-15,NIFTY,sell_pe,23950,NSE:NIFTY2672123950PE,10:00,SELL_OPEN,75.25,75
2026-07-15,NIFTY,sell_pe,23950,NSE:NIFTY2672123950PE,12:55,BUY_SL,101.59,75
2026-07-15,NIFTY,buy_ce,24650,NSE:NIFTY2672124650CE,10:00,BUY_OPEN,18.1,75
2026-07-15,NIFTY,buy_ce,24650,NSE:NIFTY2672124650CE,15:00,SELL_CLOSE,11.35,75
2026-07-15,NIFTY,buy_pe,23750,NSE:NIFTY2672123750PE,10:00,BUY_OPEN,37.25,75
2026-07-15,NIFTY,buy_pe,23750,NSE:NIFTY2672123750PE,15:00,SELL_CLOSE,53.6,75
2026-07-15,SENSEX,sell_ce,78000,BSE:SENSEX2671678000CE,10:00,SELL_OPEN,102.5,20
2026-07-15,SENSEX,sell_ce,78000,BSE:SENSEX2671678000CE,15:00,BUY_CLOSE,26.4,20
2026-07-15,SENSEX,sell_pe,77000,BSE:SENSEX2671677000PE,10:00,SELL_OPEN,110.05,20
2026-07-15,SENSEX,sell_pe,77000,BSE:SENSEX2671677000PE,12:50,BUY_SL,148.57,20
2026-07-15,SENSEX,buy_ce,78400,BSE:SENSEX2671678400CE,10:00,BUY_OPEN,38.8,20
2026-07-15,SENSEX,buy_ce,78400,BSE:SENSEX2671678400CE,15:00,SELL_CLOSE,11.1,20
2026-07-15,SENSEX,buy_pe,76600,BSE:SENSEX2671676600PE,10:00,BUY_OPEN,50.1,20
2026-07-15,SENSEX,buy_pe,76600,BSE:SENSEX2671676600PE,15:00,SELL_CLOSE,82.05,20
